id,session_id,timestamp_utc,channel,direction,can_id_hex,is_extended,is_remote,dlc,data_hex,packet_hex,source_ip,source_port,parse_status,error_code,message_name,period_ms,created_at
92491,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.418878+00:00,CAN2,rx,0x51,0,0,8,80 00 00 01 00 00 00 00,08 00 00 00 51 80 00 00 01 00 00 00 00,127.0.0.1:57153,,ok,,VCU_CCU_Status,,2026-07-10 10:09:32
92492,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.418978+00:00,CAN2,rx,0x77,0,0,8,00 00 00 00 00 00 00 00,08 00 00 00 77 00 00 00 00 00 00 00 00,127.0.0.1:57153,,ok,,VCU_Warning_Level,,2026-07-10 10:09:32
92493,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.423756+00:00,CAN1,rx,0x51,0,0,8,80 00 00 01 00 00 00 00,08 00 00 00 51 80 00 00 01 00 00 00 00,127.0.0.1:57153,,ok,,VCU_CCU_Status,,2026-07-10 10:09:32
92494,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.423848+00:00,CAN1,rx,0x77,0,0,8,00 00 00 00 00 00 00 00,08 00 00 00 77 00 00 00 00 00 00 00 00,127.0.0.1:57153,,ok,,VCU_Warning_Level,,2026-07-10 10:09:32
92495,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.423893+00:00,CAN2,rx,0x168,0,0,8,00 00 14 14 14 14 00 00,08 00 00 01 68 00 00 14 14 14 14 00 00,127.0.0.1:57153,,ok,,VCU_Wheel_Speed_Feedback,,2026-07-10 10:09:32
92496,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.423919+00:00,CAN2,rx,0xE1,0,0,8,00 00 00 00 00 00 00 00,08 00 00 00 E1 00 00 00 00 00 00 00 00,127.0.0.1:57153,,ok,,SAS_Angle_Feedback,,2026-07-10 10:09:32
92497,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.427567+00:00,CAN1,rx,0x168,0,0,8,00 00 14 14 14 14 00 00,08 00 00 01 68 00 00 14 14 14 14 00 00,127.0.0.1:57153,,ok,,VCU_Wheel_Speed_Feedback,,2026-07-10 10:09:32
92498,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.427604+00:00,CAN1,rx,0xE1,0,0,8,00 00 00 00 00 00 00 00,08 00 00 00 E1 00 00 00 00 00 00 00 00,127.0.0.1:57153,,ok,,SAS_Angle_Feedback,,2026-07-10 10:09:32
92499,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.427618+00:00,CAN2,rx,0x703,0,0,8,01 00 00 00 00 00 00 00,08 00 00 07 03 01 00 00 00 00 00 00 00,127.0.0.1:57153,,ok,,Heartbeat_R,,2026-07-10 10:09:32
92500,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.427631+00:00,CAN2,rx,0x704,0,0,8,01 00 00 00 00 00 00 00,08 00 00 07 04 01 00 00 00 00 00 00 00,127.0.0.1:57153,,ok,,Heartbeat_F,,2026-07-10 10:09:32
92501,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.431652+00:00,CAN1,rx,0x703,0,0,8,01 00 00 00 00 00 00 00,08 00 00 07 03 01 00 00 00 00 00 00 00,127.0.0.1:57153,,ok,,Heartbeat_R,,2026-07-10 10:09:32
92502,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.431675+00:00,CAN1,rx,0x704,0,0,8,01 00 00 00 00 00 00 00,08 00 00 07 04 01 00 00 00 00 00 00 00,127.0.0.1:57153,,ok,,Heartbeat_F,,2026-07-10 10:09:32
92503,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.431688+00:00,CAN2,rx,0x100,0,0,8,02 08 00 0C 56 00 00 00,08 00 00 01 00 02 08 00 0C 56 00 00 00,127.0.0.1:57153,,ok,,BMS_Status,,2026-07-10 10:09:32
92504,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.431711+00:00,CAN2,rx,0x101,0,0,8,02 56 00 00 00 00 00 00,08 00 00 01 01 02 56 00 00 00 00 00 00,127.0.0.1:57153,,ok,,BMS_Capacity,,2026-07-10 10:09:32
92505,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.433843+00:00,CAN2,rx,0x102,0,0,8,00 00 00 00 00 00 00 00,08 00 00 01 02 00 00 00 00 00 00 00 00,127.0.0.1:57153,,ok,,BMS_Protect_Status,,2026-07-10 10:09:32
92506,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.434003+00:00,CAN2,rx,0x103,0,0,8,41 42 40 00 00 00 00 00,08 00 00 01 03 41 42 40 00 00 00 00 00,127.0.0.1:57153,,ok,,BMS_NTC,,2026-07-10 10:09:32
92507,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.436406+00:00,CAN2,rx,0x104,0,0,8,21 22 21 22 21 22 00 00,08 00 00 01 04 21 22 21 22 21 22 00 00,127.0.0.1:57153,,ok,,BMS_Cell_Part1,,2026-07-10 10:09:32
92508,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.436440+00:00,CAN2,rx,0x105,0,0,8,21 22 21 22 21 22 00 00,08 00 00 01 05 21 22 21 22 21 22 00 00,127.0.0.1:57153,,ok,,BMS_Cell_Part2,,2026-07-10 10:09:32
92509,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.437505+00:00,CAN2,rx,0x7F1,0,0,8,00 00 00 00 00 00 00 00,08 00 00 07 F1 00 00 00 00 00 00 00 00,127.0.0.1:57153,,ok,,SCU_Target_Speed_Feedback,,2026-07-10 10:09:32
92510,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.480701+00:00,CAN2,rx,0x51,0,0,8,80 00 00 01 00 00 00 00,08 00 00 00 51 80 00 00 01 00 00 00 00,127.0.0.1:57153,,ok,,VCU_CCU_Status,,2026-07-10 10:09:32
92511,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.480793+00:00,CAN2,rx,0x77,0,0,8,00 00 00 00 00 00 00 00,08 00 00 00 77 00 00 00 00 00 00 00 00,127.0.0.1:57153,,ok,,VCU_Warning_Level,,2026-07-10 10:09:32
92512,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.484824+00:00,CAN1,rx,0x51,0,0,8,80 00 00 01 00 00 00 00,08 00 00 00 51 80 00 00 01 00 00 00 00,127.0.0.1:57153,,ok,,VCU_CCU_Status,,2026-07-10 10:09:32
92513,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.484913+00:00,CAN1,rx,0x77,0,0,8,00 00 00 00 00 00 00 00,08 00 00 00 77 00 00 00 00 00 00 00 00,127.0.0.1:57153,,ok,,VCU_Warning_Level,,2026-07-10 10:09:32
92514,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.484956+00:00,CAN2,rx,0x168,0,0,8,00 00 14 14 14 14 00 00,08 00 00 01 68 00 00 14 14 14 14 00 00,127.0.0.1:57153,,ok,,VCU_Wheel_Speed_Feedback,,2026-07-10 10:09:32
92515,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.484980+00:00,CAN2,rx,0xE1,0,0,8,00 00 00 00 00 00 00 00,08 00 00 00 E1 00 00 00 00 00 00 00 00,127.0.0.1:57153,,ok,,SAS_Angle_Feedback,,2026-07-10 10:09:32
92516,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.490634+00:00,CAN1,rx,0x168,0,0,8,00 00 14 14 14 14 00 00,08 00 00 01 68 00 00 14 14 14 14 00 00,127.0.0.1:57153,,ok,,VCU_Wheel_Speed_Feedback,,2026-07-10 10:09:32
92517,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.490675+00:00,CAN1,rx,0xE1,0,0,8,00 00 00 00 00 00 00 00,08 00 00 00 E1 00 00 00 00 00 00 00 00,127.0.0.1:57153,,ok,,SAS_Angle_Feedback,,2026-07-10 10:09:32
92518,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.490689+00:00,CAN2,rx,0x703,0,0,8,01 00 00 00 00 00 00 00,08 00 00 07 03 01 00 00 00 00 00 00 00,127.0.0.1:57153,,ok,,Heartbeat_R,,2026-07-10 10:09:32
92519,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.490702+00:00,CAN2,rx,0x704,0,0,8,01 00 00 00 00 00 00 00,08 00 00 07 04 01 00 00 00 00 00 00 00,127.0.0.1:57153,,ok,,Heartbeat_F,,2026-07-10 10:09:32
92520,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.495847+00:00,CAN1,rx,0x703,0,0,8,01 00 00 00 00 00 00 00,08 00 00 07 03 01 00 00 00 00 00 00 00,127.0.0.1:57153,,ok,,Heartbeat_R,,2026-07-10 10:09:32
92521,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.495880+00:00,CAN1,rx,0x704,0,0,8,01 00 00 00 00 00 00 00,08 00 00 07 04 01 00 00 00 00 00 00 00,127.0.0.1:57153,,ok,,Heartbeat_F,,2026-07-10 10:09:32
92522,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.495893+00:00,CAN2,rx,0x100,0,0,8,02 08 00 0C 56 00 00 00,08 00 00 01 00 02 08 00 0C 56 00 00 00,127.0.0.1:57153,,ok,,BMS_Status,,2026-07-10 10:09:32
92523,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.495915+00:00,CAN2,rx,0x101,0,0,8,02 56 00 00 00 00 00 00,08 00 00 01 01 02 56 00 00 00 00 00 00,127.0.0.1:57153,,ok,,BMS_Capacity,,2026-07-10 10:09:32
92524,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.498748+00:00,CAN2,rx,0x102,0,0,8,00 00 00 00 00 00 00 00,08 00 00 01 02 00 00 00 00 00 00 00 00,127.0.0.1:57153,,ok,,BMS_Protect_Status,,2026-07-10 10:09:32
92525,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.499004+00:00,CAN2,rx,0x103,0,0,8,41 42 40 00 00 00 00 00,08 00 00 01 03 41 42 40 00 00 00 00 00,127.0.0.1:57153,,ok,,BMS_NTC,,2026-07-10 10:09:32
92526,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.513657+00:00,CAN2,rx,0x104,0,0,8,21 22 21 22 21 22 00 00,08 00 00 01 04 21 22 21 22 21 22 00 00,127.0.0.1:57153,,ok,,BMS_Cell_Part1,,2026-07-10 10:09:32
92527,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.513694+00:00,CAN2,rx,0x105,0,0,8,21 22 21 22 21 22 00 00,08 00 00 01 05 21 22 21 22 21 22 00 00,127.0.0.1:57153,,ok,,BMS_Cell_Part2,,2026-07-10 10:09:32
92528,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.515354+00:00,CAN2,rx,0x7F1,0,0,8,00 00 00 00 00 00 00 00,08 00 00 07 F1 00 00 00 00 00 00 00 00,127.0.0.1:57153,,ok,,SCU_Target_Speed_Feedback,,2026-07-10 10:09:32
92529,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.540679+00:00,CAN2,rx,0x51,0,0,8,80 00 00 01 00 00 00 00,08 00 00 00 51 80 00 00 01 00 00 00 00,127.0.0.1:57153,,ok,,VCU_CCU_Status,,2026-07-10 10:09:32
92530,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.540769+00:00,CAN2,rx,0x77,0,0,8,00 00 00 00 00 00 00 00,08 00 00 00 77 00 00 00 00 00 00 00 00,127.0.0.1:57153,,ok,,VCU_Warning_Level,,2026-07-10 10:09:32
92531,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.544778+00:00,CAN1,rx,0x51,0,0,8,80 00 00 01 00 00 00 00,08 00 00 00 51 80 00 00 01 00 00 00 00,127.0.0.1:57153,,ok,,VCU_CCU_Status,,2026-07-10 10:09:32
92532,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.544864+00:00,CAN1,rx,0x77,0,0,8,00 00 00 00 00 00 00 00,08 00 00 00 77 00 00 00 00 00 00 00 00,127.0.0.1:57153,,ok,,VCU_Warning_Level,,2026-07-10 10:09:32
92533,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.544907+00:00,CAN2,rx,0x168,0,0,8,00 00 14 14 14 14 00 00,08 00 00 01 68 00 00 14 14 14 14 00 00,127.0.0.1:57153,,ok,,VCU_Wheel_Speed_Feedback,,2026-07-10 10:09:32
92534,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.544930+00:00,CAN2,rx,0xE1,0,0,8,00 00 00 00 00 00 00 00,08 00 00 00 E1 00 00 00 00 00 00 00 00,127.0.0.1:57153,,ok,,SAS_Angle_Feedback,,2026-07-10 10:09:32
92535,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.548998+00:00,CAN1,rx,0x168,0,0,8,00 00 14 14 14 14 00 00,08 00 00 01 68 00 00 14 14 14 14 00 00,127.0.0.1:57153,,ok,,VCU_Wheel_Speed_Feedback,,2026-07-10 10:09:32
92536,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.549034+00:00,CAN1,rx,0xE1,0,0,8,00 00 00 00 00 00 00 00,08 00 00 00 E1 00 00 00 00 00 00 00 00,127.0.0.1:57153,,ok,,SAS_Angle_Feedback,,2026-07-10 10:09:32
92537,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.549047+00:00,CAN2,rx,0x703,0,0,8,01 00 00 00 00 00 00 00,08 00 00 07 03 01 00 00 00 00 00 00 00,127.0.0.1:57153,,ok,,Heartbeat_R,,2026-07-10 10:09:32
92538,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.549059+00:00,CAN2,rx,0x704,0,0,8,01 00 00 00 00 00 00 00,08 00 00 07 04 01 00 00 00 00 00 00 00,127.0.0.1:57153,,ok,,Heartbeat_F,,2026-07-10 10:09:32
92539,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.553282+00:00,CAN1,rx,0x703,0,0,8,01 00 00 00 00 00 00 00,08 00 00 07 03 01 00 00 00 00 00 00 00,127.0.0.1:57153,,ok,,Heartbeat_R,,2026-07-10 10:09:32
92540,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.553313+00:00,CAN1,rx,0x704,0,0,8,01 00 00 00 00 00 00 00,08 00 00 07 04 01 00 00 00 00 00 00 00,127.0.0.1:57153,,ok,,Heartbeat_F,,2026-07-10 10:09:32
92541,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.553325+00:00,CAN2,rx,0x100,0,0,8,02 08 00 0C 56 00 00 00,08 00 00 01 00 02 08 00 0C 56 00 00 00,127.0.0.1:57153,,ok,,BMS_Status,,2026-07-10 10:09:32
92542,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.553348+00:00,CAN2,rx,0x101,0,0,8,02 56 00 00 00 00 00 00,08 00 00 01 01 02 56 00 00 00 00 00 00,127.0.0.1:57153,,ok,,BMS_Capacity,,2026-07-10 10:09:32
92543,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.555698+00:00,CAN2,rx,0x102,0,0,8,00 00 00 00 00 00 00 00,08 00 00 01 02 00 00 00 00 00 00 00 00,127.0.0.1:57153,,ok,,BMS_Protect_Status,,2026-07-10 10:09:32
92544,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.555860+00:00,CAN2,rx,0x103,0,0,8,41 42 40 00 00 00 00 00,08 00 00 01 03 41 42 40 00 00 00 00 00,127.0.0.1:57153,,ok,,BMS_NTC,,2026-07-10 10:09:32
92545,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.559149+00:00,CAN2,rx,0x104,0,0,8,21 22 21 22 21 22 00 00,08 00 00 01 04 21 22 21 22 21 22 00 00,127.0.0.1:57153,,ok,,BMS_Cell_Part1,,2026-07-10 10:09:32
92546,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.559185+00:00,CAN2,rx,0x105,0,0,8,21 22 21 22 21 22 00 00,08 00 00 01 05 21 22 21 22 21 22 00 00,127.0.0.1:57153,,ok,,BMS_Cell_Part2,,2026-07-10 10:09:32
92547,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.560309+00:00,CAN2,rx,0x7F1,0,0,8,00 00 00 00 00 00 00 00,08 00 00 07 F1 00 00 00 00 00 00 00 00,127.0.0.1:57153,,ok,,SCU_Target_Speed_Feedback,,2026-07-10 10:09:32
92548,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.601657+00:00,CAN2,rx,0x51,0,0,8,80 00 00 01 00 00 00 00,08 00 00 00 51 80 00 00 01 00 00 00 00,127.0.0.1:57153,,ok,,VCU_CCU_Status,,2026-07-10 10:09:32
92549,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.601745+00:00,CAN2,rx,0x77,0,0,8,00 00 00 00 00 00 00 00,08 00 00 00 77 00 00 00 00 00 00 00 00,127.0.0.1:57153,,ok,,VCU_Warning_Level,,2026-07-10 10:09:32
92550,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.605884+00:00,CAN1,rx,0x51,0,0,8,80 00 00 01 00 00 00 00,08 00 00 00 51 80 00 00 01 00 00 00 00,127.0.0.1:57153,,ok,,VCU_CCU_Status,,2026-07-10 10:09:32
92551,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.605967+00:00,CAN1,rx,0x77,0,0,8,00 00 00 00 00 00 00 00,08 00 00 00 77 00 00 00 00 00 00 00 00,127.0.0.1:57153,,ok,,VCU_Warning_Level,,2026-07-10 10:09:32
92552,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.606008+00:00,CAN2,rx,0x168,0,0,8,00 00 14 14 14 14 00 00,08 00 00 01 68 00 00 14 14 14 14 00 00,127.0.0.1:57153,,ok,,VCU_Wheel_Speed_Feedback,,2026-07-10 10:09:32
92553,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.606031+00:00,CAN2,rx,0xE1,0,0,8,00 00 00 00 00 00 00 00,08 00 00 00 E1 00 00 00 00 00 00 00 00,127.0.0.1:57153,,ok,,SAS_Angle_Feedback,,2026-07-10 10:09:32
92554,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.610180+00:00,CAN1,rx,0x168,0,0,8,00 00 14 14 14 14 00 00,08 00 00 01 68 00 00 14 14 14 14 00 00,127.0.0.1:57153,,ok,,VCU_Wheel_Speed_Feedback,,2026-07-10 10:09:32
92555,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.610213+00:00,CAN1,rx,0xE1,0,0,8,00 00 00 00 00 00 00 00,08 00 00 00 E1 00 00 00 00 00 00 00 00,127.0.0.1:57153,,ok,,SAS_Angle_Feedback,,2026-07-10 10:09:32
92556,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.610226+00:00,CAN2,rx,0x703,0,0,8,01 00 00 00 00 00 00 00,08 00 00 07 03 01 00 00 00 00 00 00 00,127.0.0.1:57153,,ok,,Heartbeat_R,,2026-07-10 10:09:32
92557,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.610238+00:00,CAN2,rx,0x704,0,0,8,01 00 00 00 00 00 00 00,08 00 00 07 04 01 00 00 00 00 00 00 00,127.0.0.1:57153,,ok,,Heartbeat_F,,2026-07-10 10:09:32
92558,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.614329+00:00,CAN1,rx,0x703,0,0,8,01 00 00 00 00 00 00 00,08 00 00 07 03 01 00 00 00 00 00 00 00,127.0.0.1:57153,,ok,,Heartbeat_R,,2026-07-10 10:09:32
92559,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.614352+00:00,CAN1,rx,0x704,0,0,8,01 00 00 00 00 00 00 00,08 00 00 07 04 01 00 00 00 00 00 00 00,127.0.0.1:57153,,ok,,Heartbeat_F,,2026-07-10 10:09:32
92560,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.614364+00:00,CAN2,rx,0x100,0,0,8,02 08 00 0C 56 00 00 00,08 00 00 01 00 02 08 00 0C 56 00 00 00,127.0.0.1:57153,,ok,,BMS_Status,,2026-07-10 10:09:32
92561,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.614387+00:00,CAN2,rx,0x101,0,0,8,02 56 00 00 00 00 00 00,08 00 00 01 01 02 56 00 00 00 00 00 00,127.0.0.1:57153,,ok,,BMS_Capacity,,2026-07-10 10:09:32
92562,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.616764+00:00,CAN2,rx,0x102,0,0,8,00 00 00 00 00 00 00 00,08 00 00 01 02 00 00 00 00 00 00 00 00,127.0.0.1:57153,,ok,,BMS_Protect_Status,,2026-07-10 10:09:32
92563,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.616924+00:00,CAN2,rx,0x103,0,0,8,41 42 40 00 00 00 00 00,08 00 00 01 03 41 42 40 00 00 00 00 00,127.0.0.1:57153,,ok,,BMS_NTC,,2026-07-10 10:09:32
92564,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.619314+00:00,CAN2,rx,0x104,0,0,8,21 22 21 22 21 22 00 00,08 00 00 01 04 21 22 21 22 21 22 00 00,127.0.0.1:57153,,ok,,BMS_Cell_Part1,,2026-07-10 10:09:32
92565,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.619347+00:00,CAN2,rx,0x105,0,0,8,21 22 21 22 21 22 00 00,08 00 00 01 05 21 22 21 22 21 22 00 00,127.0.0.1:57153,,ok,,BMS_Cell_Part2,,2026-07-10 10:09:32
92566,EOL-1E0EDEEC82C1,2026-07-10T10:09:32.620432+00:00,CAN2,rx,0x7F1,0,0,8,00 00 00 00 00 00 00 00,08 00 00 07 F1 00 00 00 00 00 00 00 00,127.0.0.1:57153,,ok,,SCU_Target_Speed_Feedback,,2026-07-10 10:09:32
